IN,OUT,No,R2,MSE,MAE
17,3,3,0.9555756766802808,0.013536028506607954,0.07572729917806055
17,4,1,0.9969241643372106,0.0009393417409614097,0.01958891265442203
17,4,2,0.9828638047689155,0.005228610611243863,0.04730708544453701
17,4,3,0.9555808261112652,0.013541210192948074,0.07573233701884473
17,4,4,0.9170216984363789,0.025273388905183797,0.10321894258310105
17,5,1,0.9969277025411417,0.0009391108371218312,0.019577998358659997
17,5,2,0.9828819287052161,0.005227756179067681,0.04728580812939091
17,5,3,0.9556303096758038,0.01353811803135103,0.07569232778071415
17,5,4,0.9171262123140711,0.025264120880589335,0.1031495956002445
17,5,5,0.867704251772773,0.040294412303503405,0.13060864344556564
17,6,1,0.9969325270690857,0.0009384879218569104,0.019561196157563136
17,6,2,0.982899410889731,0.005227146384643819,0.0472576006736336
17,6,3,0.9556467387657321,0.013545219638727637,0.07569449369655593
17,6,4,0.9172012367055614,0.025263629791860885,0.10313989033559828
17,6,5,0.8678232917239987,0.04029414400773513,0.13059737784734707
17,6,6,0.8098448368956027,0.05791713374346835,0.15642745180438422
17,7,1,0.9969360930687077,0.0009382433035229915,0.019550176333608255
17,7,2,0.9829243398743193,0.00522426803646111,0.04721762332034046
17,7,3,0.955707502051137,0.013538911965390208,0.07563628047028172
17,7,4,0.9173359605410532,0.025245101251557777,0.10303797170871284
17,7,5,0.8679498128048121,0.04029126656616662,0.13056074890961783
17,7,6,0.8100256164869735,0.05791379787632717,0.1563841718761279
17,7,7,0.750595140624446,0.07596330470813728,0.17964995920077964
17,8,1,0.9969408207261344,0.0009376247063375343,0.019531455875798
17,8,2,0.9829459605968717,0.005222364329863375,0.047186305420641325
17,8,3,0.9557499386834366,0.013538228053619688,0.07561883531882986
17,8,4,0.91737733384128,0.025255315352956935,0.10305110920742058
17,8,5,0.8680276658815089,0.04030355834329032,0.13056657108006692
17,8,6,0.810278007072108,0.057888137479297996,0.15633557781188667
17,8,7,0.7509003001729551,0.07593818387544887,0.17959327868732905
17,8,8,0.6906361270347474,0.09422551832625756,0.20127042130408582
18,1,1,0.9969559406780472,0.0009275205715844844,0.019486080136844337
18,2,1,0.9969590529888611,0.0009274043921228148,0.01947933988403285
18,2,2,0.9829351509272634,0.00519963538548696,0.04711952845057905
18,3,1,0.9969592777103878,0.0009277877974027736,0.01948130871170333
18,3,2,0.9829394452727206,0.005200919723294847,0.04711538839189515
18,3,3,0.9556255860343537,0.013515482969165478,0.07568594939686725
18,4,1,0.9969620129970503,0.0009277829875283109,0.01947966138094922
18,4,2,0.9829592785058338,0.005199479582610361,0.04711496808233353
18,4,3,0.9556735532183058,0.013512942282109211,0.07564910255284765
18,4,4,0.9173070671168764,0.025186471801463113,0.10304229192024204
18,5,1,0.9969654830766999,0.0009275624402462014,0.01946951769511625
18,5,2,0.9829774708173051,0.005198578191767966,0.04709233498808714
18,5,3,0.9557230630641004,0.013509817037826149,0.07560775500911392
18,5,4,0.9174108949517191,0.02517733521806594,0.10297238784732098
18,5,5,0.8681097429913328,0.04017090848297217,0.13047719141324607
18,6,1,0.996970142712927,0.0009269794821043654,0.019453278757963193
18,6,2,0.9829977380125086,0.005197090679485061,0.04706767823898195
18,6,3,0.955769784664685,0.013507642160080522,0.075577569777439
18,6,4,0.9174898625637777,0.025175564022032856,0.10294482098431272
18,6,5,0.8682285158649408,0.04017061119999998,0.13046607469756313
18,6,6,0.8101422491522914,0.05782654842794826,0.15630636297750322
18,7,1,0.9969735792394065,0.0009267641204336505,0.0194432191849773
18,7,2,0.9830220660092673,0.005194368898191879,0.047030261327083704
18,7,3,0.9558296278496882,0.013501581706049287,0.07552153142987006
18,7,4,0.9175801516571707,0.025170526751068015,0.10286270926668459
18,7,5,0.868370603196472,0.04016287464034687,0.13039977815607376
18,7,6,0.8103229498369733,0.05782315563701388,0.15626371619102794
18,7,7,0.7508450511923526,0.07588718737559133,0.17948134491163953
18,8,1,0.9969752300939271,0.0009267883169530023,0.019437324963739306
18,8,2,0.9830273404347676,0.005195722785611197,0.04702673569311768
18,8,3,0.9558306890947849,0.0135087035194564,0.07554612637322801
18,8,4,0.9175765695861579,0.025184695732778078,0.10290989553047221
18,8,5,0.8683607095429893,0.04018578016699468,0.13046748207086956
18,8,6,0.8103079209844898,0.05785591482047433,0.1563392256105012
18,8,7,0.7508347233643848,0.07592818185242536,0.17954667826031426
18,8,8,0.6903892979687466,0.09426062577102258,0.20123141541024278
19,1,1,0.9969647161525043,0.0009248466969245161,0.01948417433428676
19,2,1,0.9969649396486471,0.0009252398585552326,0.01948650264655292
19,2,2,0.9829568073355528,0.005190986417868471,0.047143681746059034
19,3,1,0.996968173337161,0.0009250735561191972,0.019477821996293374
19,3,2,0.982977903143445,0.0051891958197310805,0.047112668325249525
19,3,3,0.9557935624659052,0.01346432099547468,0.0755473820281747
19,4,1,0.9969708993930748,0.0009250691355454469,0.019476357159813575
19,4,2,0.9829938071628556,0.005188944169115039,0.047102677783988016
19,4,3,0.9558412913203717,0.013461807227163603,0.07550993933499746
19,4,4,0.9173136161029913,0.02518447712249406,0.10311118176954269
19,5,1,0.9969743727778821,0.0009248451204453525,0.01946551310771576
19,5,2,0.9830118735990813,0.00518807178880295,0.047080891632462575
19,5,3,0.955889989866315,0.013458884188521446,0.07547100783659175
19,5,4,0.9174161517924534,0.025175732667205544,0.10304353297268647
19,5,5,0.8679252158537366,0.04022711144235009,0.13043207389339886
19,6,1,0.9969789884439518,0.000924273146331019,0.019449499326149904
19,6,2,0.9830322803851055,0.005186532093644966,0.04705520742077742
19,6,3,0.9559375168557236,0.013456417756172484,0.0754371359344624
19,6,4,0.9174960806653498,0.02517366674953898,0.10301177022219027
19,6,5,0.8680444380186928,0.04022672743516797,0.13041804760512413
19,6,6,0.8102214709758926,0.05780241918066408,0.15601990878874017
19,7,1,0.9969795340166627,0.0009246343433963667,0.01945082995515335
19,7,2,0.9830398352404095,0.005187081996142023,0.04704493189163475
19,7,3,0.9559528072492998,0.01345873548018592,0.07542479799590082
19,7,4,0.9175157820377854,0.02518011635256045,0.10300323397406327
19,7,5,0.8680559290987232,0.04024282387936042,0.13042971886454632
19,7,6,0.810217389590946,0.05783249074725579,0.15606767244398415
19,7,7,0.7501954390393277,0.07605271420569829,0.17957078620707068
19,8,1,0.9969837308681544,0.0009241836830523901,0.01943586845658574
19,8,2,0.9830601349818652,0.005185683617916604,0.0470184215368286
19,8,3,0.9559954968226171,0.013458298867733883,0.07541174445125734
19,8,4,0.9176099130611157,0.02517450754639379,0.1029854658987977
19,8,5,0.8681740616973526,0.04024275851492832,0.13042407704231354
19,8,6,0.8103851430474769,0.057832362160175455,0.15606077068809032
19,8,7,0.7504308745265609,0.07605124678512078,0.17954550916983428
19,8,8,0.6896389970274153,0.0944890540384645,0.20115144041749516
20,1,1,0.996957985693101,0.0009265315050398528,0.019515204293821014
20,2,1,0.9969611683313927,0.0009263895467455963,0.019506936391704737
20,2,2,0.9829177255667341,0.005202889876047841,0.04719639192169759
20,3,1,0.9969636756308665,0.0009264459001279136,0.019501559857226517
20,3,2,0.9829329246180457,0.005202907548547274,0.04717099915609482
20,3,3,0.9556845737955354,0.01349751657794154,0.07562565574347496
20,4,1,0.9969664111058347,0.0009264398315162895,0.01949992768408144
20,4,2,0.9829488018548728,0.005202676227352467,0.04716119766678855
20,4,3,0.9557321705027612,0.013495072769908516,0.07558854824445141
20,4,4,0.9171186346311863,0.025243864245071586,0.10323840903577831
20,5,1,0.9969698290118105,0.0009262340158945517,0.01948945211605812
20,5,2,0.9829667481610377,0.005201852826602303,0.047140557659545695
20,5,3,0.9557807913480693,0.013492202934225072,0.07555113597048325
20,5,4,0.9172716228549354,0.025219792395258955,0.10314961908591298
20,5,5,0.8675272292300971,0.04034832952621978,0.13061118586091425
20,6,1,0.9969716235356495,0.0009261960162792541,0.019482573804702197
20,6,2,0.9829708740754799,0.0052032941707334706,0.04713788731886193
20,6,3,0.9557851609976921,0.013497549205083722,0.07555749718607137
20,6,4,0.9172711749366433,0.025232217817972937,0.10317473792127495
20,6,5,0.867518419643895,0.04037113702679237,0.1306731031889915
20,6,6,0.8094165669032765,0.058022909245151244,0.156364816705362
20,7,1,0.996974981694828,0.0009260279141678539,0.019474725932255618
20,7,2,0.9829952386593876,0.00520072137558123,0.047103356655698675
20,7,3,0.9558482040875221,0.013490697251114764,0.07550503283096958
20,7,4,0.9173721083068088,0.02522397590960265,0.10310784230540189
20,7,5,0.8676616722778315,0.040363071857901646,0.13060627710258133
20,7,6,0.809605321502211,0.058019006371643964,0.15631949796026565
20,7,7,0.7494665830788736,0.07627461357312526,0.17967644113288475
20,8,1,0.9969791209926753,0.000925596147097384,0.019460084721851345
20,8,2,0.983015672449889,0.005199294625054686,0.04707556305576645
20,8,3,0.9558910262313014,0.013490250062254782,0.07549089411490395
20,8,4,0.9174484492147681,0.02522384324889602,0.10310011298978422
20,8,5,0.8677799879957363,0.04036305815409962,0.13060516305430006
20,8,6,0.8098161133693612,0.0580059157042045,0.15630213555879444
20,8,7,0.7497019146724803,0.07627338285926039,0.17965222555736327
20,8,8,0.6893058159249854,0.09459049064580424,0.20101645632804102
21,1,1,0.9969636377978784,0.0009248099966517192,0.019484775665777703
21,2,1,0.9969651545662197,0.0009251743408120708,0.01948106026826127
21,2,2,0.9829496761595241,0.005193158419243864,0.04712182987190787
21,3,1,0.9969683270953427,0.0009250266412907064,0.01947271020194852
21,3,2,0.9829673337440963,0.005192417907079086,0.047093452567493484
21,3,3,0.955691199106662,0.013495498652031193,0.07560835918728163
21,4,1,0.9969710460777167,0.0009250243389366356,0.01947220343342374
21,4,2,0.9829886817154152,0.005190508050041517,0.04707301694898064
21,4,3,0.9557386231468468,0.013493105677722559,0.07557293890612594
21,4,4,0.9171951457232013,0.02522056062776902,0.10307910719369617
21,5,1,0.9969716022944894,0.0009253348761169394,0.019472154315000986
21,5,2,0.9829900022017644,0.005192674844933105,0.047078505284221146
21,5,3,0.9557443201434331,0.013497942862940317,0.07557555028152378
21,5,4,0.9172172515595557,0.025226402581856353,0.10306797082138482
21,5,5,0.8675605172286915,0.04032104975994639,0.13044453588807442
21,6,1,0.9969763338331824,0.0009247554229904834,0.019454049748273253
21,6,2,0.9830107824391598,0.005191100065350769,0.04705020081407643
21,6,3,0.9557915450900843,0.01349560032088241,0.0755424286978017
21,6,4,0.9172960079596102,0.02522464376812876,0.10303265840050045
21,6,5,0.867684370968059,0.04032056664840775,0.13043001702075685
21,6,6,0.8096890996446409,0.05793993696229551,0.15589838043773968
21,7,1,0.9969797170595875,0.0009245783097328606,0.01944559478701912
21,7,2,0.9830352535425475,0.005188483258619623,0.04701517738397137
21,7,3,0.9558520031021411,0.013489536452215902,0.07548719028293051
21,7,4,0.9173973350702199,0.025216274886866626,0.10296383772706492
21,7,5,0.8678292113684134,0.040311972584784334,0.13036316816128712
21,7,6,0.8098786744731524,0.05793570746913317,0.15585078845180725
21,7,7,0.7495474481080416,0.07624999430705218,0.17928780456724255
21,8,1,0.9969838715998663,0.0009241405629108557,0.019430839635224625
21,8,2,0.9830556514407265,0.005187056133329686,0.04698698215986794
21,8,3,0.9558947820170748,0.013489101396009916,0.0754729664151889
21,8,4,0.917473757845295,0.025216110130339392,0.10295500192804595
21,8,5,0.8679473575240312,0.04031196493529421,0.1303624414888726
21,8,6,0.8100225559843568,0.05794295089085812,0.1558626536774487
21,8,7,0.7497827687447299,0.07624874418253874,0.1792634355870374
21,8,8,0.6892375667723432,0.09461126902263099,0.2009810480727456
22,1,1,0.9969625535323852,0.0009251402403777644,0.019499694989344483
22,2,1,0.9969656707516338,0.0009250169813976881,0.019491962834274477
22,2,2,0.9829133814172373,0.005204213009657767,0.04715070284440515
22,3,1,0.9969688654333408,0.0009248623831381957,0.019483458409404315
22,3,2,0.9829345876067935,0.0052024005854902945,0.047118567880380324
22,3,3,0.9556964451916216,0.013493900808463506,0.07561636139014483
22,4,1,0.996968666025589,0.0009253811706635346,0.019492146206457624
22,4,2,0.9829338229183868,0.005205168780211464,0.047134582717148946
22,4,3,0.955700667380742,0.013499344003599084,0.07562351214292569
22,4,4,0.9171278780110981,0.025230323197477464,0.10302397280064349
22,5,1,0.9969722069170676,0.0009251501320995264,0.019481402679088995
22,5,2,0.9829517869482935,0.005204340889088099,0.04711351812219905
22,5,3,0.9557487005881711,0.013496606831204282,0.07558535071085011
22,5,4,0.9172774741123577,0.025208050951956287,0.10295240748869246
22,5,5,0.8673745351320005,0.040377671797561014,0.13041298112077065
22,6,1,0.9969769676994071,0.0009245615618972232,0.01946365380164394
22,6,2,0.9829726852940278,0.005202740748147131,0.04708460997940071
22,6,3,0.9557965223732112,0.013494080896059699,0.07555109332643302
22,6,4,0.9173684319090935,0.02520255452816675,0.10290735850109886
22,6,5,0.8674989753436629,0.04037706229207791,0.1303963885181044
22,6,6,0.8091704077463302,0.05809785212025471,0.15598044252117033
22,7,1,0.9969803321659412,0.000924390011482665,0.019454999673352753
22,7,2,0.9829970598640898,0.005200164379923722,0.04704945427159145
22,7,3,0.9558640883545347,0.01348584377159272,0.07548104346487848
22,7,4,0.9174698378534486,0.025194141822352162,0.10283853385748269
22,7,5,0.8676436083602237,0.040368581336651964,0.13033129072908523
22,7,6,0.8093600539890735,0.05809374678728875,0.1559338217043214
22,7,7,0.7499871892264891,0.07611611562414439,0.1791277936142664
22,8,1,0.9969844372951918,0.0009239672340842392,0.019440697982047603
22,8,2,0.9830174428194162,0.005198752674086078,0.04702165647129997
22,8,3,0.9559068448267829,0.013485412116810883,0.07546612215604696
22,8,4,0.9175460808483575,0.025194011646722955,0.1028307402938718
22,8,5,0.8677619255309474,0.04036857211757328,0.13033072682125024
22,8,6,0.8096047571805671,0.05807037915317459,0.15589288004515814
22,8,7,0.7502221941834655,0.07611483798552203,0.17910235753049117
22,8,8,0.6891040784487086,0.09465190939079775,0.20105344289026802
