IN,OUT,No,R2,MSE,MAE
36,4,2,0.96285253,0.009346985,0.071123936
36,4,3,0.910008264,0.022607249,0.111775099
36,4,4,0.84499379,0.038869465,0.145357368
36,5,1,0.981656623,0.004623723,0.050045962
36,5,2,0.948523458,0.012951708,0.081818362
36,5,3,0.886050778,0.028622692,0.123349972
36,5,4,0.820713288,0.044956364,0.154132632
36,5,5,0.734251707,0.06652076,0.187248668
36,6,1,0.98454105,0.003904837,0.040454222
36,6,2,0.952697667,0.011923261,0.079209673
36,6,3,0.888894117,0.027954694,0.122542057
36,6,4,0.82204021,0.044701387,0.154084712
36,6,5,0.722627583,0.069551476,0.190856368
36,6,6,0.628502262,0.092991422,0.21966868
36,7,1,0.989469178,0.002666152,0.035864946
36,7,2,0.961275787,0.009781502,0.074250665
36,7,3,0.906460975,0.023577911,0.113661368
36,7,4,0.833173445,0.041974243,0.149928146
36,7,5,0.764417932,0.05917542,0.178000519
36,7,6,0.682636888,0.079579192,0.206329802
36,7,7,0.58222713,0.104574778,0.232734493
36,8,1,0.964335132,0.009049863,0.079876717
36,8,2,0.93308972,0.016940082,0.103910312
36,8,3,0.892120182,0.027249789,0.12725293
36,8,4,0.818456892,0.045760658,0.163549457
36,8,5,0.739226078,0.065611785,0.190565345
36,8,6,0.66281638,0.084696524,0.218341825
36,8,7,0.557133251,0.111049383,0.243552717
36,8,8,0.494474582,0.126540549,0.259831575
37,1,1,0.991083722,0.002235852,0.033753422
37,2,1,0.991255645,0.002196711,0.031647036
37,2,2,0.9614161,0.009675326,0.071448298
37,3,1,0.988443694,0.002907779,0.038511525
37,3,2,0.961648115,0.009634558,0.072793592
37,3,3,0.900939324,0.024840524,0.116645383
37,4,1,0.990270175,0.002448064,0.032765754
37,4,2,0.961293199,0.009722689,0.07182846
37,4,3,0.906629636,0.023412734,0.112338508
37,4,4,0.827909117,0.043076914,0.151357286
37,5,1,0.989744885,0.002584955,0.035399076
37,5,2,0.957992402,0.010569283,0.074838912
37,5,3,0.903584389,0.024218457,0.114189137
37,5,4,0.831258196,0.042312216,0.150664148
37,5,5,0.737593841,0.065684174,0.185988344
37,6,1,0.983620617,0.004137333,0.042532594
37,6,2,0.952748025,0.011910567,0.07909739
37,6,3,0.902480218,0.024536376,0.116254142
37,6,4,0.825468152,0.043840329,0.154022202
37,6,5,0.719721956,0.070280065,0.191944939
37,6,6,0.624435411,0.094009416,0.22168951
37,7,1,0.973381636,0.006739133,0.066635418
